mode,task_suite,task_id,task_name,episode,initial_state_id,success,timeout,steps,policy_calls,sampled_action_chunks,avg_h,h_distribution_json,actual_wall_total_ms,policy_rpc_wall_total_ms,actual_episode_elapsed_total_ms,actual_policy_total_ms,actual_server_total_ms,actual_predictor_total_ms,actual_batched_teacher_total_ms,actual_contextual_fusion_total_ms,contextual_fusion_translation_disagreement_mean,contextual_fusion_rotation_disagreement_mean,contextual_fusion_gripper_conflict_rate,contextual_fusion_expert_gate_rate,contextual_fusion_phase_expert_rate,actual_harp_residual_total_ms,actual_harp_gripper_event_total_ms
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,342,342,1,0,247,20,20,12.75,"{""5"": 9, ""15"": 4, ""20"": 5, ""25"": 2}",2408.15731883049,2408.15731883049,12426.697889342904,2161.3076459616423,2371.34562805295,122.64812598004937,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,342,342,1,0,247,19,19,12.631578947368421,"{""5"": 9, ""15"": 4, ""20"": 3, ""25"": 3}",2259.303296916187,2259.303296916187,12266.674878075719,2029.4020986184478,2224.8082542791963,113.59180230647326,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,343,343,1,0,246,16,16,15.3125,"{""5"": 5, ""15"": 3, ""20"": 5, ""25"": 3}",1942.0791319571435,1942.0791319571435,11830.690374132246,1741.6246104985476,1912.9522577859461,100.93876626342535,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,343,343,1,0,248,19,19,13.421052631578947,"{""5"": 8, ""15"": 4, ""20"": 4, ""25"": 3}",2269.2447705194354,2269.2447705194354,12364.777090959251,2040.2339454740286,2234.8843454383314,115.3259202837944,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,344,344,1,0,401,30,30,13.166666666666666,"{""5"": 10, ""15"": 13, ""20"": 5, ""25"": 2}",3602.0189002156258,3602.0189002156258,15997.221311088651,3238.3776968345046,3548.0784559622407,185.55908044800162,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,344,344,1,0,259,16,16,15.9375,"{""5"": 5, ""15"": 2, ""20"": 5, ""25"": 4}",1902.1447161212564,1902.1447161212564,12043.238200712949,1710.4707504622638,1872.385438065976,96.67765954509377,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,345,345,1,0,240,18,18,13.61111111111111,"{""5"": 7, ""15"": 4, ""20"": 5, ""25"": 2}",2150.7216398604214,2150.7216398604214,11941.247169859707,1932.014596182853,2118.230403866619,109.99628435820341,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,345,345,1,0,245,19,19,13.157894736842104,"{""5"": 8, ""15"": 3, ""20"": 7, ""25"": 1}",2285.6786753982306,2285.6786753982306,12089.605189859867,2049.0521122701466,2251.5392075292766,116.61346768960357,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_transformer,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,336,336,0,1,1000,47,47,21.06382978723404,"{""15"": 1, ""20"": 35, ""25"": 11}",5695.83747163415,5695.83747163415,18710.295870900154,5120.548353530467,5610.468707513064,292.34345350414515,nan,nan,nan,nan,nan,nan,nan,nan,nan
ordered_feedback_current_once,libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,336,336,0,1,1000,47,47,21.06382978723404,"{""10"": 1, ""20"": 34, ""25"": 12}",5738.978898152709,5738.978898152709,18840.13633010909,5155.406923033297,5652.342219371349,297.7891815826297,nan,nan,nan,nan,nan,nan,nan,nan,nan
