mode,task_id,episode,initial_state_id,environment_step,selected_horizon,execution_horizon,wall_ms,policy_ms,server_ms,predictor_ms,batched_teacher_ms,harp_residual_ms,harp_gripper_event_ms,selector_json
ordered_midchunk_masked,1,345,345,210,5,5,120.88590487837791,108.34726598113775,118.99971589446068,6.152504123747349,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.44205242395401,0.03190306946635246,0.088201604783535,0.30240827798843384,0.1354346126317978],""ordered_continuation_logits"":[0.23283657431602478,2.8026838302612305,1.602234959602356,-0.8032891750335693],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.21,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":5,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,1,345,345,215,5,5,119.15939999744296,108.33483887836337,117.5739299505949,5.679532885551453,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.37626728415489197,0.053536608815193176,0.07714208215475082,0.30674153566360474,0.1863124668598175],""ordered_continuation_logits"":[0.5054221749305725,2.365614891052246,1.85496985912323,-0.49858006834983826],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.215,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":5,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,1,345,345,220,20,20,121.43385503441095,108.58934698626399,119.74839074537158,6.000224966555834,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.19874465465545654,0.13175509870052338,0.11371598392724991,0.302886962890625,0.25289735198020935],""ordered_continuation_logits"":[1.3941588401794434,1.6255866289138794,1.5866762399673462,-0.18037599325180054],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.22,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_midchunk_masked,1,345,345,240,20,5,123.25802072882652,111.56255612149835,121.37160217389464,6.258172914385796,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_midchunk_masked"",""ordered_horizon_probability"":[0.10051930695772171,0.12077666074037552,0.15397581458091736,0.315456360578537,0.30927184224128723],""ordered_continuation_logits"":[2.191467761993408,1.8636879920959473,1.400521159172058,-0.01979982480406761],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.24,""budget_fraction"":0.5,""midchunk_checked"":false,""replanned_early"":false,""nominal_horizon"":20,""midchunk_check_after"":null,""midchunk_check_schedule"":""gripper_event""}"
ordered_transformer,1,345,345,10,25,25,127.0486069843173,114.21522172167897,125.14424696564674,6.257557310163975,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.12341410666704178,0.1188092902302742,0.1795952171087265,0.2325623333454132,0.34561899304389954],""ordered_continuation_logits"":[1.960489273071289,1.8528690338134766,1.1691821813583374,0.3961787521839142],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":10,""episode_progress"":0.01,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,35,15,15,119.60716266185045,107.51680610701442,117.83112399280071,6.221062038093805,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.18943974375724792,0.17729009687900543,0.3814137876033783,0.1913694441318512,0.06048690527677536],""ordered_continuation_logits"":[1.4536546468734741,1.273109793663025,-0.4150259494781494,-1.1517788171768188],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.035,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,50,15,15,123.07971296831965,110.16016406938434,121.22587999328971,6.239543203264475,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.14514537155628204,0.1518792062997818,0.322828471660614,0.21030457317829132,0.16984249651432037],""ordered_continuation_logits"":[1.773195743560791,1.5322365760803223,0.16343718767166138,-0.21368524432182312],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.05,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,65,15,15,120.07806031033397,107.48225403949618,118.15472366288304,5.9343562461435795,nan,nan,nan,"{""raw_horizon"":15,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1471448689699173,0.14493845403194427,0.25436538457870483,0.2215755581855774,0.2319757342338562],""ordered_continuation_logits"":[1.7571721076965332,1.58601713180542,0.5783365964889526,0.04586896672844887],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.065,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,80,5,5,117.82500194385648,106.04416206479073,116.15830613300204,6.025289185345173,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.3672005534172058,0.028351617977023125,0.12973552942276,0.2837046980857849,0.19100765883922577],""ordered_continuation_logits"":[0.5442454814910889,3.059631586074829,1.2972112894058228,-0.3956204652786255],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":15,""episode_progress"":0.08,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,85,5,5,114.89714495837688,103.4161550924182,113.38401306420565,5.513135809451342,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.4969085454940796,0.017261995002627373,0.06501594185829163,0.2619784474372864,0.1588350087404251],""ordered_continuation_logits"":[0.012365788221359253,3.337350368499756,1.8675572872161865,-0.500396192073822],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.085,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,90,5,5,114.87279925495386,102.85197012126446,112.930862698704,5.85871422663331,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.5236510634422302,0.023505190387368202,0.05937205255031586,0.24491508305072784,0.1485566645860672],""ordered_continuation_logits"":[-0.09467481076717377,2.9583261013031006,1.8911854028701782,-0.4999450445175171],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.09,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,95,5,5,117.4483741633594,105.98751623183489,115.58442423120141,6.059279665350914,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.5534831881523132,0.03138149529695511,0.04909989610314369,0.2411961555480957,0.12483935058116913],""ordered_continuation_logits"":[-0.21475404500961304,2.5823864936828613,2.008873462677002,-0.6585826277732849],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.095,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,100,5,5,117.74851195514202,105.55652203038335,116.1210467107594,6.036913953721523,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.5256706476211548,0.03872289881110191,0.0539788119494915,0.25856491923332214,0.12306270003318787],""ordered_continuation_logits"":[-0.102773018181324,2.4203081130981445,1.955853819847107,-0.7424529790878296],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.1,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,105,5,5,116.3490368053317,104.29124115034938,114.74980926141143,5.802822299301624,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.3558702766895294,0.06795820593833923,0.07845613360404968,0.34416884183883667,0.15354666113853455],""ordered_continuation_logits"":[0.5933340787887573,2.137512445449829,1.8474889993667603,-0.8071277737617493],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.105,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,110,20,20,115.29190186411142,104.8345142044127,113.9164362102747,5.975328851491213,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.22027023136615753,0.13619785010814667,0.09443772584199905,0.3206709623336792,0.22842326760292053],""ordered_continuation_logits"":[1.2640924453735352,1.5528631210327148,1.7603297233581543,-0.3392152488231659],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.11,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,130,20,20,118.5601083561778,106.73667583614588,116.96603009477258,6.059302017092705,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.10322859138250351,0.13251015543937683,0.16801728308200836,0.31271564960479736,0.28352832794189453],""ordered_continuation_logits"":[2.1618552207946777,1.7522504329681396,1.2665830850601196,-0.09798231720924377],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.13,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,150,20,20,120.14568177983165,107.61029412969947,118.25563618913293,6.045134272426367,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.10797947645187378,0.14104831218719482,0.21637849509716034,0.3069477677345276,0.22764600813388824],""ordered_continuation_logits"":[2.1115479469299316,1.6722660064697266,0.9044780135154724,-0.29888588190078735],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.15,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,170,20,20,120.15515798702836,108.00792230293155,118.48605796694756,6.199354771524668,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.13591593503952026,0.16748417913913727,0.2189689725637436,0.282181054353714,0.19544987380504608],""ordered_continuation_logits"":[1.8496335744857788,1.4253222942352295,0.779908299446106,-0.36724504828453064],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.17,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,190,20,20,120.38310198113322,108.40764502063394,118.6829200014472,6.1204819940030575,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.15751047432422638,0.14528892934322357,0.23331087827682495,0.27076488733291626,0.19312487542629242],""ordered_continuation_logits"":[1.6768693923950195,1.5683488845825195,0.6872752904891968,-0.3379136621952057],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.19,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,210,5,5,121.52389995753765,108.68865810334682,119.54480316489935,6.265799049288034,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.44205242395401,0.03190306946635246,0.088201604783535,0.30240827798843384,0.1354346126317978],""ordered_continuation_logits"":[0.23283657431602478,2.8026838302612305,1.602234959602356,-0.8032891750335693],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.21,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,215,5,5,119.27648400887847,107.3424881324172,117.60211922228336,6.11567497253418,nan,nan,nan,"{""raw_horizon"":5,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.37626728415489197,0.053536608815193176,0.07714208215475082,0.30674153566360474,0.1863124668598175],""ordered_continuation_logits"":[0.5054221749305725,2.365614891052246,1.85496985912323,-0.49858006834983826],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.215,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,220,20,20,115.67672993987799,103.21042919531465,114.09591417759657,5.7569872587919235,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.19874465465545654,0.13175509870052338,0.11371598392724991,0.302886962890625,0.25289735198020935],""ordered_continuation_logits"":[1.3941588401794434,1.6255866289138794,1.5866762399673462,-0.18037599325180054],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":5,""episode_progress"":0.22,""budget_fraction"":0.5}"
ordered_transformer,1,345,345,240,20,20,118.41319920495152,107.25128371268511,116.81157583370805,6.020449101924896,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.10051930695772171,0.12077666074037552,0.15397581458091736,0.315456360578537,0.30927184224128723],""ordered_continuation_logits"":[2.191467761993408,1.8636879920959473,1.400521159172058,-0.01979982480406761],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.24,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,10,25,25,122.88953922688961,109.99197792261839,120.89435942471027,6.178849376738071,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.17654751241207123,0.16796982288360596,0.1278248131275177,0.2256932109594345,0.3019646108150482],""ordered_continuation_logits"":[1.539915919303894,1.3615875244140625,1.4177871942520142,0.291133314371109],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":10,""episode_progress"":0.01,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,35,20,20,120.76367996633053,109.7549069672823,118.99765394628048,6.267361342906952,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.10800151526927948,0.16953012347221375,0.150126650929451,0.30170848965644836,0.2706332802772522],""ordered_continuation_logits"":[2.1113193035125732,1.4496428966522217,1.3382569551467896,-0.10869663953781128],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.035,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,55,20,20,120.35465985536575,108.51221904158592,118.68430394679308,6.104175001382828,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1553547978401184,0.1612924039363861,0.14703303575515747,0.27970778942108154,0.2566118538379669],""ordered_continuation_logits"":[1.6932049989700317,1.4437923431396484,1.2940731048583984,-0.08618077635765076],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.055,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,75,25,25,119.3554699420929,107.46967792510986,117.53785563632846,6.057644262909889,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.15721534192562103,0.1384294182062149,0.15843765437602997,0.24184665083885193,0.30407091975212097],""ordered_continuation_logits"":[1.6790950298309326,1.6269222497940063,1.2371069192886353,0.2289571762084961],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.075,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,100,25,25,122.74652486667037,109.98485516756773,120.74778601527214,6.300104781985283,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.10777443647384644,0.11093669384717941,0.14653557538986206,0.2611595094203949,0.373593807220459],""ordered_continuation_logits"":[2.113678455352783,1.9519851207733154,1.4659682512283325,0.3580377399921417],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.1,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,125,25,25,121.63420114666224,109.58646982908249,119.96977683156729,6.163951940834522,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.11600055545568466,0.0812900960445404,0.14367146790027618,0.294596403837204,0.3644414246082306],""ordered_continuation_logits"":[2.0308613777160645,2.289968490600586,1.5232517719268799,0.21275970339775085],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.125,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,150,25,25,119.04127383604646,107.14403493329883,117.36623523756862,6.225929129868746,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.09311071783304214,0.07671365141868591,0.13886722922325134,0.2820497751235962,0.4092586040496826],""ordered_continuation_logits"":[2.276231050491333,2.3815577030181885,1.6050677299499512,0.372263640165329],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.15,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,175,25,25,119.40289987251163,106.96648806333542,117.5079639069736,5.954657215625048,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.12736846506595612,0.05712345242500305,0.14976125955581665,0.29801130294799805,0.36773547530174255],""ordered_continuation_logits"":[1.924429178237915,2.6585965156555176,1.491866946220398,0.2102324366569519],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.175,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,200,25,25,120.57485710829496,107.8778887167573,118.4510001912713,6.308538839221001,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1913738250732422,0.04753858596086502,0.11700107157230377,0.27828705310821533,0.3657994270324707],""ordered_continuation_logits"":[1.441107988357544,2.7732067108154297,1.705649971961975,0.2734319567680359],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.2,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,225,25,25,120.24570209905505,108.37000282481313,118.49137162789702,6.162682082504034,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1730244755744934,0.027781307697296143,0.15269607305526733,0.15997380018234253,0.4865243434906006],""ordered_continuation_logits"":[1.5643421411514282,3.3592405319213867,1.4431209564208984,1.1122769117355347],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.225,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,250,25,25,120.36677822470665,108.08911267668009,118.51992877200246,6.1377608217298985,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.16444836556911469,0.02110954374074936,0.22436931729316711,0.17131510376930237,0.41875773668289185],""ordered_continuation_logits"":[1.625495433807373,3.652778148651123,0.9669525623321533,0.8937880396842957],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.25,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,275,25,25,122.6466940715909,109.92132918909192,120.7369863986969,6.26987824216485,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.23226191103458405,0.021205926313996315,0.11830992251634598,0.25572699308395386,0.37249523401260376],""ordered_continuation_logits"":[1.1955828666687012,3.5611581802368164,1.6695863008499146,0.3761139214038849],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.275,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,300,25,25,121.34651700034738,109.20536983758211,119.5818418636918,6.172467023134232,nan,nan,nan,"{""raw_horizon"":25,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.18305014073848724,0.01788357086479664,0.16426336765289307,0.23722033202648163,0.3975825607776642],""ordered_continuation_logits"":[1.4958176612854004,3.7995615005493164,1.3518434762954712,0.516413152217865],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.3,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,325,20,20,120.01539999619126,108.29912684857845,118.38441109284759,6.123761180788279,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.15144005417823792,0.02075696922838688,0.12618957459926605,0.37294113636016846,0.32867226004600525],""ordered_continuation_logits"":[1.7233506441116333,3.6858930587768555,1.7155970335006714,-0.12635967135429382],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":25,""episode_progress"":0.325,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,345,20,20,123.14683385193348,111.29908496513963,121.44870217889547,6.035201251506805,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.15771055221557617,0.0180536899715662,0.12392100691795349,0.3528968393802643,0.3474178910255432],""ordered_continuation_logits"":[1.6753623485565186,3.8211066722869873,1.731885552406311,-0.01564749702811241],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.345,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,365,20,20,116.21554894372821,105.01171229407191,114.60358696058393,6.134712137281895,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1484881490468979,0.020735956728458405,0.12292061746120453,0.38638177514076233,0.32147344946861267],""ordered_continuation_logits"":[1.7465081214904785,3.69049072265625,1.750700831413269,-0.1839110553264618],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.365,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,385,20,20,116.21595779433846,105.12107377871871,114.54816116020083,6.23895600438118,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1426566243171692,0.019291916862130165,0.12114603817462921,0.3951128423213959,0.3217926323413849],""ordered_continuation_logits"":[1.7933979034423828,3.771393299102783,1.7779473066329956,-0.20526418089866638],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.385,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,405,20,20,118.6733958311379,106.94342013448477,117.10934992879629,6.1449650675058365,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1420312225818634,0.019277457147836685,0.11874856799840927,0.40250587463378906,0.3174368441104889],""ordered_continuation_logits"":[1.798520803451538,3.772906541824341,1.8021632432937622,-0.23743078112602234],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.405,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,425,20,20,119.04089385643601,107.21291089430451,117.46704485267401,6.146877072751522,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.13933148980140686,0.019613515585660934,0.12346994131803513,0.4032077491283417,0.3143772780895233],""ordered_continuation_logits"":[1.820853352546692,3.7584381103515625,1.759893774986267,-0.248858243227005],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.425,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,445,20,20,121.7154311016202,109.0225800871849,119.8991509154439,6.27108896151185,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.1343528926372528,0.019205830991268158,0.12244021147489548,0.4098881185054779,0.31411293148994446],""ordered_continuation_logits"":[1.8630074262619019,3.7858269214630127,1.777169942855835,-0.2661316692829132],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.445,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,465,20,20,117.71907517686486,105.49844708293676,115.93305692076683,6.250841077417135,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.13051612675189972,0.019149696454405785,0.1219489574432373,0.4157017469406128,0.31268349289894104],""ordered_continuation_logits"":[1.8964030742645264,3.7933425903320312,1.7872275114059448,-0.2847764194011688],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.465,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,485,20,20,117.84103093668818,107.24076814949512,116.35159514844418,6.191685330122709,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.12264179438352585,0.019440656527876854,0.12256871908903122,0.4220336079597473,0.31331518292427063],""ordered_continuation_logits"":[1.9676475524902344,3.7871415615081787,1.7916730642318726,-0.29787519574165344],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.485,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,505,20,20,117.41865985095501,106.18609096854925,115.94738205894828,5.974106956273317,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.12040015310049057,0.019335094839334488,0.12214379757642746,0.428168922662735,0.3099520802497864],""ordered_continuation_logits"":[1.988646388053894,3.795318365097046,1.7989085912704468,-0.3231000006198883],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.505,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,525,20,20,121.25502293929458,108.59252791851759,119.36370702460408,6.35566608980298,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.12167006731033325,0.018337778747081757,0.12460731714963913,0.42433658242225647,0.3110482096672058],""ordered_continuation_logits"":[1.9767091274261475,3.8479597568511963,1.7752267122268677,-0.3105789124965668],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.525,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,545,20,20,120.05627295002341,108.385703060776,118.42856230214238,6.340378895401955,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.11004781723022461,0.018325095996260643,0.1282869279384613,0.445516437292099,0.2978236973285675],""ordered_continuation_logits"":[2.090252637863159,3.8620901107788086,1.756884217262268,-0.4027322828769684],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.545,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,565,20,20,118.75113286077976,106.42037680372596,117.04544629901648,6.0362499207258224,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.10315224528312683,0.018776005133986473,0.13466493785381317,0.4614000618457794,0.28200671076774597],""ordered_continuation_logits"":[2.162680149078369,3.845148801803589,1.7084535360336304,-0.4923345148563385],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.565,""budget_fraction"":0.5}"
ordered_transformer,2,336,336,585,20,20,120.17336394637823,108.42152126133442,118.57002507895231,6.129476707428694,nan,nan,nan,"{""raw_horizon"":20,""budget_limited"":0.0,""selector_policy"":""ordered_transformer"",""ordered_horizon_probability"":[0.09859654307365417,0.018389753997325897,0.1321195513010025,0.4686279892921448,0.28226613998413086],""ordered_continuation_logits"":[2.212916612625122,3.871546983718872,1.7375575304031372,-0.5069588422775269],""candidate_horizons"":[5,10,15,20,25],""previous_horizon"":20,""episode_progress"":0.585,""budget_fraction"":0.5}"
